bigram,n,theme,literal
rigid ice,1,NA,rigid ice
rime covered,1,NA,rime covered
ring runs,1,NA,ring runs
ringed seal,1,NA,ringed seal
ringing hammer,1,NA,ringing hammer
rings budington,1,NA,rings budington
rink 100,1,NA,rink 100
rink 1858,1,NA,rink 1858
rink 38,1,NA,rink 38
rink’s eskimoiske,1,NA,rink’s eskimoiske
rink’s excellent,1,NA,rink’s excellent
rink’s instructions,1,NA,rink’s instructions
rinnt doch,1,NA,rinnt doch
riparia 14,1,NA,riparia 14
ripple appeared,1,NA,ripple appeared
rise barely,1,NA,rise barely
rise flapping,1,NA,rise flapping
rise previously,1,NA,rise previously
rise sheer,1,NA,rise sheer
risen hayes,1,NA,risen hayes
rises approximately,1,NA,rises approximately
rises fort,1,NA,rises fort
rises sheer,1,NA,rises sheer
rises steeply,1,NA,rises steeply
rises terrace,1,NA,rises terrace
rising 3,1,NA,rising 3
rising amphitheatre,1,NA,rising amphitheatre
rising clouds,1,NA,rising clouds
rising coast,1,NA,rising coast
rising coastal,1,NA,rising coastal
rising cone,1,NA,rising cone
rising headlands,1,NA,rising headlands
rising limestone,1,NA,rising limestone
rising northerly,1,NA,rising northerly
rising plain,1,NA,rising plain
rising quivering,1,NA,rising quivering
rising sea,1,NA,rising sea
rising swell,1,NA,rising swell
rising temperatures,1,NA,rising temperatures
risk deviating,1,NA,risk deviating
risk leaving,1,NA,risk leaving
risking losing,1,NA,risking losing
risks real,1,NA,risks real
risky enterprise,1,NA,risky enterprise
risky task,1,NA,risky task
ritenbenk 31,1,NA,ritenbenk 31
river 9,1,NA,river 9
river bank,1,NA,river bank
river covered,1,NA,river covered
river emerged,1,NA,river emerged
river ice,1,NA,river ice
river lies,1,NA,river lies
river thames,1,NA,river thames
river voyage,1,NA,river voyage
rivet i.e,1,NA,rivet i.e
rivulets snaked,1,NA,rivulets snaked
rivulets yawn,1,NA,rivulets yawn
road planning,1,NA,road planning
roar beneath,1,NA,roar beneath
roar carrying,1,NA,roar carrying
roar shortly,1,NA,roar shortly
roared louder,1,NA,roared louder
roared rushing,1,NA,roared rushing
roaring carried,1,NA,roaring carried
roaring mountain,1,NA,roaring mountain
roaring round,1,NA,roaring round
roaring sea,1,NA,roaring sea
roaring surf,1,NA,roaring surf
roast reindeer,1,NA,roast reindeer
roast venison,1,NA,roast venison
roasted slightly,1,NA,roasted slightly
robert 17,1,NA,robert 17
robert 21,1,NA,robert 21
robert brown’s,1,NA,robert brown’s
robert bylot,1,NA,robert bylot
robert collected,1,NA,robert collected
robert joseph,1,NA,robert joseph
robert krüger,1,NA,robert krüger
robert ridgway,1,NA,robert ridgway
robert’s rifle,1,NA,robert’s rifle
roberts 7,1,NA,roberts 7
roberts arrival,1,NA,roberts arrival
roberts harbour,1,placename,roberts harbour
robeson departs,1,NA,robeson departs
robeson leave,1,NA,robeson leave
robeson relayed,1,NA,robeson relayed
robeson’s crew,1,NA,robeson’s crew
robinson anemometer,1,NA,robinson anemometer
robinson anemometers,1,NA,robinson anemometers
robust hans,1,NA,robust hans
roche moutonnée,1,NA,roche moutonnée
rock 39,1,NA,rock 39
rock agilely,1,NA,rock agilely
rock avalanche,1,NA,rock avalanche
rock banding,1,NA,rock banding
rock cliff,1,NA,rock cliff
rock cone,1,NA,rock cone
rock crystals,1,NA,rock crystals
rock disintegrating,1,NA,rock disintegrating
rock embedded,1,NA,rock embedded
rock falling,1,NA,rock falling
rock laden,1,NA,rock laden
rock lies,1,NA,rock lies
rock material,1,NA,rock material
rock occurred,1,NA,rock occurred
rock pinnacle,1,NA,rock pinnacle
rock slim,1,NA,rock slim
rock standing,1,NA,rock standing
rock structures,1,NA,rock structures
rock surfaces,1,NA,rock surfaces
rock type,1,NA,rock type
rock types,1,NA,rock types
rock weathers,1,NA,rock weathers
rocks arranged,1,NA,rocks arranged
rocks beneath,1,NA,rocks beneath
rocks bordering,1,NA,rocks bordering
rocks delicate,1,NA,rocks delicate
rocks display,1,NA,rocks display
rocks exploded,1,NA,rocks exploded
rocks hauled,1,NA,rocks hauled
rocks joseph,1,NA,rocks joseph
rocks masses,1,NA,rocks masses
rocks shattered,1,NA,rocks shattered
rocks towered,1,NA,rocks towered
rocky beach,1,NA,rocky beach
rocky cliffed,1,NA,rocky cliffed
rocky frame,1,NA,rocky frame
rocky gneiss,1,NA,rocky gneiss
rocky slab,1,NA,rocky slab
rocky slope,1,NA,rocky slope
rocky slopes,1,NA,rocky slopes
rod 2,1,NA,rod 2
rod bent,1,NA,rod bent
rod rested,1,NA,rod rested
roeit’er recht,1,NA,roeit’er recht
roept hen,1,NA,roept hen
roeyer durft,1,NA,roeyer durft
roll 43,1,NA,roll 43
roll heeling,1,NA,roll heeling
rolled amidst,1,NA,rolled amidst
rolled endlessly,1,NA,rolled endlessly
rolled impetuously,1,NA,rolled impetuously
rolling bowling,1,NA,rolling bowling
rolling dives,1,NA,rolling dives
rolling gallop,1,NA,rolling gallop
rolling noisily,1,NA,rolling noisily
rolling waves,1,NA,rolling waves
roman architecture,1,NA,roman architecture
roman nose,1,NA,roman nose
roof canvasses,1,NA,roof canvasses
roof consisted,1,NA,roof consisted
roof flapped,1,NA,roof flapped
roof formed,1,NA,roof formed
roof slanted,1,NA,roof slanted
roofs consist,1,NA,roofs consist
roomy gap,1,NA,roomy gap
root penetrates,1,NA,root penetrates
rooted firmly,1,NA,rooted firmly
roots spread,1,NA,roots spread
roots stick,1,NA,roots stick
rope tobacco,1,NA,rope tobacco
rosa 5,1,NA,rosa 5
rose 10,1,NA,rose 10
rose ahead,1,NA,rose ahead
rose amidst,1,NA,rose amidst
rose calling,1,NA,rose calling
rose chased,1,NA,rose chased
rose completely,1,NA,rose completely
rose dangerously,1,NA,rose dangerously
rose dissected,1,NA,rose dissected
rose hiding,1,NA,rose hiding
rose ominously,1,NA,rose ominously
rose rhododendron,1,flora,rose rhododendron
rose rows,1,NA,rose rows
rose sheer,1,NA,rose sheer
rose threateningly,1,NA,rose threateningly
rose unusually,1,NA,rose unusually
rose uplands,1,NA,rose uplands
rosea 21,1,NA,rosea 21
rosettes hung,1,NA,rosettes hung
rosinante 37,1,NA,rosinante 37
ross 2,1,NA,ross 2
ross bestowed,1,NA,ross bestowed
ross expedition,1,NA,ross expedition
ross inglefield,1,NA,ross inglefield
ross scorned,1,NA,ross scorned
ross’s chart,1,NA,ross’s chart
ross’s expedition,1,NA,ross’s expedition
ross’s opinion,1,NA,ross’s opinion
ross’s survey,1,NA,ross’s survey
ross’s wintering,1,NA,ross’s wintering
rosy glow,1,NA,rosy glow
rotary head,1,NA,rotary head
rotating movement,1,NA,rotating movement
rothen nordlichtscheine,1,NA,rothen nordlichtscheine
rothspohn 22,1,NA,rothspohn 22
rotten floe,1,NA,rotten floe
rotten fragment,1,NA,rotten fragment
rotten ice,1,NA,rotten ice
rough blocks,1,NA,rough blocks
rough bone,1,NA,rough bone
rough drawings,1,NA,rough drawings
rough elongated,1,NA,rough elongated
rough fashion,1,NA,rough fashion
rough measurement,1,NA,rough measurement
rough ogive,1,NA,rough ogive
rough ornamentation,1,NA,rough ornamentation
rough pack,1,NA,rough pack
rough rock,1,NA,rough rock
rough rocks,1,NA,rough rocks
rough voice,1,NA,rough voice
rough weather,1,NA,rough weather
rough wooden,1,NA,rough wooden
rough words,1,NA,rough words
rougher hinting,1,NA,rougher hinting
rougher scurvy,1,NA,rougher scurvy
roughly 5,1,NA,roughly 5
roughly circular,1,NA,roughly circular
roughly east,1,NA,roughly east
roughly southwest,1,NA,roughly southwest
roughly west,1,NA,roughly west
round cape,1,NA,round cape
round dendritically,1,NA,round dendritically
round domes,1,NA,round domes
round figures,1,NA,round figures
round knob,1,NA,round knob
round polaris,1,NA,round polaris
round table,1,NA,round table
rounded chunk,1,NA,rounded chunk
rounded gneiss,1,NA,rounded gneiss
rounded hills,1,NA,rounded hills
rounded hummock,1,NA,rounded hummock
rounded pebbles,1,NA,rounded pebbles
rounded quartz,1,NA,rounded quartz
rounded summits,1,NA,rounded summits
rounded ten,1,NA,rounded ten
route blocked,1,NA,route blocked
route climbed,1,NA,route climbed
route commonly,1,NA,route commonly
route critically,1,NA,route critically
route cut,1,NA,route cut
route homeward,1,NA,route homeward
route inland,1,NA,route inland
route murres,1,NA,route murres
route north,1,NA,route north
route overland,1,NA,route overland
route upward,1,NA,route upward
rove hauled,1,NA,rove hauled
row brought,1,NA,row brought
row energetically,1,NA,row energetically
row stretching,1,NA,row stretching
rowed south,1,NA,rowed south
rowing benches,1,NA,rowing benches
rows gazing,1,NA,rows gazing
rows straight,1,NA,rows straight
royal greenland,1,NA,royal greenland
rubbed creakingly,1,NA,rubbed creakingly
rubbed thrashed,1,NA,rubbed thrashed
rubber 1,1,NA,rubber 1
rubber bag,1,NA,rubber bag
rubber blanket,1,NA,rubber blanket
rubber boots,1,NA,rubber boots
rubber bottle,1,NA,rubber bottle
rubber covered,1,NA,rubber covered
rubber riding,1,NA,rubber riding
rubble solidly,1,NA,rubble solidly
rucksack contained,1,NA,rucksack contained
rude gravestone,1,NA,rude gravestone
rude lamp,1,NA,rude lamp
rude stone,1,NA,rude stone
rugged barriers,1,NA,rugged barriers
rugosa mya,1,wildlife,rugosa mya
rugosities disappeared,1,NA,rugosities disappeared
rumble suddenly,1,NA,rumble suddenly
run ahead,1,NA,run ahead
run ashore,1,NA,run ashore
run backward,1,NA,run backward
run continually,1,NA,run continually
run north,1,NA,run north
run past,1,NA,run past
run stamping,1,NA,run stamping
run transversely,1,NA,run transversely
runner carved,1,NA,runner carved
runners 10,1,NA,runners 10
runners broke,1,NA,runners broke
runners christian,1,NA,runners christian
runners grated,1,NA,runners grated
running approximately,1,NA,running approximately
running awkwardly,1,NA,running awkwardly
running constantly,1,NA,running constantly
running east,1,NA,running east
running parallel,1,NA,running parallel
running predominantly,1,NA,running predominantly
running shortly,1,NA,running shortly
runs approximately,1,NA,runs approximately
runs counter,1,NA,runs counter
runs loosely,1,NA,runs loosely
ruppin flood,1,NA,ruppin flood
ruptured rubber,1,NA,ruptured rubber
rural character,1,NA,rural character
rushing wake,1,NA,rushing wake
rustica 17,1,NA,rustica 17
rusty red,1,NA,rusty red
rut occurs,1,NA,rut occurs
s.o buddington,1,NA,s.o buddington
s.o budington,1,NA,s.o budington
s3 5,1,NA,s3 5
sa als,1,NA,sa als
sa mannen,1,NA,sa mannen
sabine islands,1,placename,sabine islands
sabine’s gull,1,wildlife,sabine’s gull
sable island,1,placename,sable island
sabre shaped,1,NA,sabre shaped
sachjes zonder,1,NA,sachjes zonder
sacs apparently,1,NA,sacs apparently
sacs forced,1,NA,sacs forced
sad duty,1,NA,sad duty
sad occasion,1,NA,sad occasion
saddened heart,1,NA,saddened heart
saddest component,1,NA,saddest component
sadly ahead,1,NA,sadly ahead
safe anchorage,1,NA,safe anchorage
safe channel,1,NA,safe channel
safe storage,1,NA,safe storage
safe waters,1,NA,safe waters
safely begun,1,NA,safely begun
safely guided,1,NA,safely guided
safely launched,1,NA,safely launched
safely lodged,1,NA,safely lodged
safely pushed,1,NA,safely pushed
safely secured,1,NA,safely secured
safer route,1,NA,safer route
sagn 13,1,NA,sagn 13
sail cloth,1,NA,sail cloth
sail hove,1,NA,sail hove
sailed past,1,NA,sailed past
sailing past,1,NA,sailing past
sailing ship,1,NA,sailing ship
sailing straight,1,NA,sailing straight
sailor stood,1,NA,sailor stood
sailor’s attachment,1,NA,sailor’s attachment
sailors 6,1,NA,sailors 6
sailors discovered,1,NA,sailors discovered
sailors pulled,1,NA,sailors pulled
sailors reddishly,1,NA,sailors reddishly
sailors returned,1,NA,sailors returned
sails apparently,1,NA,sails apparently
sails appeared,1,NA,sails appeared
sails clewed,1,NA,sails clewed
sails half,1,NA,sails half
sails hove,1,NA,sails hove
sails tended,1,NA,sails tended
saline interior,1,NA,saline interior
saline sea,1,NA,saline sea
salix glauca,1,flora,salix glauca
salmon mackerel,1,NA,salmon mackerel
salmon roast,1,NA,salmon roast
saloon 13,1,NA,saloon 13
saloon doors,1,NA,saloon doors
saloon fire,1,NA,saloon fire
saloon floor,1,NA,saloon floor
saloon lay,1,NA,saloon lay
saloon reaches,1,NA,saloon reaches
saloon table,1,NA,saloon table
saloons linked,1,NA,saloons linked
salt bacon,1,NA,salt bacon
salt efflorescences,1,NA,salt efflorescences
salt meat,1,NA,salt meat
salt steppes,1,NA,salt steppes
salty hans,1,NA,salty hans
salute floated,1,NA,salute floated
salute hoisted,1,NA,salute hoisted
salvaged belongings,1,NA,salvaged belongings
salvation lay,1,NA,salvation lay
salvator rosa,1,NA,salvator rosa
sample brought,1,NA,sample brought
sample card,1,NA,sample card
samuel kleinschmidt,1,NA,samuel kleinschmidt
sand grains,1,NA,sand grains
sanderling eggs,1,NA,sanderling eggs
sanderlings accompanied,1,NA,sanderlings accompanied
sanderlings appeared,1,NA,sanderlings appeared
sanderson’s hope,1,NA,sanderson’s hope
sandpiper tringa,1,NA,sandpiper tringa
sands 26,1,NA,sands 26
sandstone appears,1,NA,sandstone appears
sandstone cliff,1,NA,sandstone cliff
sandstone cliffs,1,NA,sandstone cliffs
sandstone cut,1,NA,sandstone cut
sandstone mass,1,NA,sandstone mass
sandstone massif,1,NA,sandstone massif
sandstone outcrop,1,NA,sandstone outcrop
sandstone overlying,1,NA,sandstone overlying
sandstone previously,1,NA,sandstone previously
sandstone quartzite,1,NA,sandstone quartzite
sandstone rubble,1,NA,sandstone rubble
sandy hook,1,NA,sandy hook
sandy lowlands,1,NA,sandy lowlands
sang glory,1,NA,sang glory
sanguine hope,1,NA,sanguine hope
sanguine temperament,1,NA,sanguine temperament
sank noiselessly,1,NA,sank noiselessly
sank tyson,1,NA,sank tyson
sank visibly,1,NA,sank visibly
sap makes,1,NA,sap makes
sardines chocolate,1,NA,sardines chocolate
sardines sole,1,NA,sardines sole
sardonic laughter,1,NA,sardonic laughter
sat happily,1,NA,sat happily
sat innocently,1,NA,sat innocently
sat tight,1,NA,sat tight
satisfactory manner,1,NA,satisfactory manner
satisfy public,1,NA,satisfy public
satisfying bodily,1,NA,satisfying bodily
saturated silts,1,NA,saturated silts
saunders island,1,placename,saunders island
saunders islands,1,placename,saunders islands
save time,1,NA,save time
saved guarded,1,NA,saved guarded
saxicava caespitosa,1,flora,saxicava caespitosa
saxifraga caespitosa,1,flora,saxifraga caespitosa
saxifrage 9,1,NA,saxifrage 9
saxifrage species,1,NA,saxifrage species
scaffoldings covered,1,NA,scaffoldings covered
scale icebergs,1,NA,scale icebergs
scale located,1,NA,scale located
scale map,1,NA,scale map
scale plane,1,NA,scale plane
scale smash,1,NA,scale smash
scandinavian coast,1,NA,scandinavian coast
scandinavian fishermen,1,NA,scandinavian fishermen
scandinavian massif,1,NA,scandinavian massif
scantily clad,1,NA,scantily clad
scanty food,1,NA,scanty food
scanty leaves,1,NA,scanty leaves
scanty meal,1,NA,scanty meal
scanty snow,1,NA,scanty snow
scanty wardrobes,1,NA,scanty wardrobes
scapular feathers,1,NA,scapular feathers
scar traces,1,NA,scar traces
scarcely 3,1,NA,scarcely 3
scarcely blame,1,NA,scarcely blame
scarcely breathed,1,NA,scarcely breathed
scarcely choose,1,NA,scarcely choose
scarcely claim,1,NA,scarcely claim
scarcely count,1,NA,scarcely count
scarcely covered,1,NA,scarcely covered
scarcely crawled,1,NA,scarcely crawled
scarcely deny,1,NA,scarcely deny
scarcely describe,1,NA,scarcely describe
scarcely differed,1,NA,scarcely differed
scarcely drinkable,1,NA,scarcely drinkable
scarcely expected,1,NA,scarcely expected
scarcely extract,1,NA,scarcely extract
scarcely fail,1,NA,scarcely fail
scarcely follow,1,NA,scarcely follow
scarcely grudge,1,NA,scarcely grudge
scarcely guess,1,NA,scarcely guess
scarcely half,1,NA,scarcely half
scarcely hope,1,NA,scarcely hope
scarcely hypothesize,1,NA,scarcely hypothesize
scarcely manoeuvre,1,NA,scarcely manoeuvre
scarcely measured,1,NA,scarcely measured
scarcely moved,1,NA,scarcely moved
scarcely possesses,1,NA,scarcely possesses
scarcely poured,1,NA,scarcely poured
scarcely praise,1,NA,scarcely praise
scarcely recognize,1,NA,scarcely recognize
scarcely sat,1,NA,scarcely sat
scarcely stirred,1,NA,scarcely stirred
scarcely suitable,1,NA,scarcely suitable
scarcely usable,1,NA,scarcely usable
scarcely vouchsafed,1,NA,scarcely vouchsafed
scarcely weaned,1,NA,scarcely weaned
scattered ahead,1,NA,scattered ahead
scattered crystals,1,NA,scattered crystals
scattered embedded,1,NA,scattered embedded
scattered heaps,1,NA,scattered heaps
scattered huts,1,NA,scattered huts
